id,web_id,bezirk,plz,ort,strasse,anhang,erstbeobachtung,beschreibung,besonderes,checksum,update_date,new,mauersegler,kontrolle,sperling,ersatz,schwalbe,wichtig,star,sanierung,fledermaus,verloren,andere,noSpecies,is_test,strasse_original,has_comma,has_slash,has_range,multiple_numbers,multiple_streets,flag_has_text_after_number,text_after_number,no_geocode,osm_latitude,osm_longitude,google_latitude,google_longitude,latitude,longitude
23,95,Schöneberg,10823,Berlin,Akazienstr. 24,,2005-06-16 00:00:00,"2005: Haus hat in Front zur Kreuzung eine abgeplattete Ecke mit 1 Fenster bzw. Balkon, über obersten Balkon unter Dach ist eine breite Holzverschalung, links geht aus der 
Holzverschalung ein Abflussrohr (kein Regenfallrohr) raus mit einem etwas größerem Loch, dort 1x Mauersegler",,2397106e3f1f72cc13804e1eb4390f1d2b63f45ed3d103041a05a2e4,2020-05-08 10:53:35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4875376,13.3544244,52.4875862,13.3543196,52.4875862,13.3543196
24,147,Schöneberg,10823,Berlin,Akazienstr. 25,,2006-05-31 00:00:00,"2006: direkt an der Grenze zur Akazienstr. 26 Fallrohr, dort am Fallrohr unter Dachrinne 1x Sperlinge",,a6ab3b45ba9d9c937d37cc836b54bf643190c6a38e72e1892df6a1d8,2020-05-08 10:53:35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4872324,13.3546932,52.48722619999999,13.3545557,52.48722619999999,13.3545557
25,1578,Schöneberg,10823,Berlin,Akazienstr. 27,,2016-07-11 00:00:00,"2016: Hof, einsehbar in Akazienhöfen, Seitenflügel rechts von nr. 27 Buddha-Haus, 2x Sperlinge unter Dachrinne, viele Mauersegleranflüge",,e1529233236ab5dcad025a4fe77cfcd109320d9b9d7e773ea6841fa0,2020-05-08 10:53:35,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4869025,13.3549685,52.4868313,13.3549677,52.4868313,13.3549677
26,1543,Schöneberg,10823,Berlin,Akazienstr. 29,,2016-04-09 00:00:00,2016: 1x Sperlinge rechte Hausseite unter unterer Dachrinne über 4.Etage,,1adf6a07243912d1b6851798702614ac9dcb2851c1eef3c1d66137b5,2020-05-08 10:53:35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.486539,13.3552866,52.4865278,13.3552108,52.4865278,13.3552108
27,1542,Schöneberg,10823,Berlin,Akazienstr. 30,,2016-04-09 00:00:00,"2016: 2x Sperlinge in Jalousiekästen 4. Etage, sowie 1x Sperlinge unter Dachrinne rechte Hausseite",,5cbf656ba19a27cbd1e9476b1b8e350e43f55ea97cead9238a08102a,2020-05-08 10:53:36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4863888,13.3554134,52.4863,13.3549782,52.4863,13.3549782
28,313,Schöneberg,10827,Berlin,Albertstr. 6,Skizze,2007-07-08 00:00:00,"2007 Von kommt man in einen sich über verschiedene Häuser erstreckenden Hof teilweise links fabrikartiges Gelände Häuser gehören dann zur Feurig- bzw. Ebersstr. – da konnte ich die Zugehörigkeit nicht gut feststellen – siehe Skizze
4x Sperlinge in Brandmauer-Löchern siehe Skizze 3x Sperlinge unter Dachrinne verteilt links am Backsteinbau siehe Skizze
Viele Mauersegler unterwegs.",,6877c4c36de2220fa4b305882c0aed8cab6a51dd454ed1f0bb8fef25,2026-01-24 18:03:30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4831833,13.3548299,52.4832438,13.3548923,52.4832438,13.3548923
29,1616,Tempelhof,12105,Berlin,Alboinplatz 17,,2017-02-04 00:00:00,"2019 Online-Formular: Ca 12 Löcher in der Fassade werden von Haussperlingen genutzt. Ich habe auch Fotos gemacht, auf denen die Nutzung klar zu erkennen ist. 

2017 Hauswand Alboinplatz sowie zur Eythstr. hin, zahlreiche Spechtlöcher in der Fassade die von Sperlingen bewohnt werden: > 8 ",,7b176008e75a5267f58a9f535a3c8a01ee7db52b0efaecd0d72d0a49,2020-05-08 10:53:36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Alboinplatz 17 / Eythstr.,0,1,0,0,1,0,,0,52.4598598,13.36775,52.45983,13.36754,52.45983,13.36754
30,733,Steglitz,12167,Berlin,Albrechtstr. 113,,2011-06-05 00:00:00,"2014 Abriß des gesamten Hauses und damit Verlust der Niststätte!

2011 Fledermaus: Einflug gesichtet! Hofseitig, 1. OG linkes Fenser, linke obere Fensterecke in kleinem Spalt zwischen den Klinkersteinen; Gebäudeteil steht senkrecht zur Albrechtstr.",,c97192d2c77be1b0e4a3edc751dcfc2cedfca139c42f181cf24b2295,2020-07-09 13:04:39,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,0,0,0,0,0,0,,0,52.454770100000005,13.327766190313907,52.4548756,13.3277949,52.4548756,13.3277949
31,676,Steglitz,12167,Berlin,Albrechtstr. 114,,2010-06-28 00:00:00,"2012
Sanierung, als Ersatzmaßnahme: Nichtverschluß. Die meisten, ggf. sogar sämtliche Niststätten wurden gut wieder angenommen!

2010
Gebäudeteil zum 1. und 2. Hinterhof (von Tankstelle nebenan aus einzusehen), 2. Hinterhof: mind. 3 Plätze mit Einflügen; 1. Hinterhof: mind 5 Plätze mit zahlreichen Einflügen, Fledermauseinflug am Nachbarhaus Nr. 113 (s. separaten Eintrag).

aus alten Nabu-Meldungen: 3x Regenrinne und Umgebung am Gartenhaus",,e99dfa6950befee9a766c093a69e9edfb1639f17e341cbdc8113a1ec,2020-07-09 13:04:20,0,1,0,0,1,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4549222,13.32743354333996,52.4549298,13.3275325,52.4549298,13.3275325
32,945,Steglitz,12167,Berlin,Albrechtstr. 12,,2012-07-09 00:00:00,"2012 direkt über Haustür über Fenster 2. Etage hinter Stuck Mauersegler, linke Hausgrenze zur 13 linke Fensterfront Stuck 2. Etage Mauersegler, dito 1. Etage Sperlinge, Sperlinge zahlreich in Stuck über Fenstern, Fledermausausflug! Positon konnte ich nicht genau sehen.",altes Gebäude mit vielen Verzierungen und Stuck,24f26ec116c18db2cf79323bc82a341ad6feb8eff2698b364e2f0635,2021-02-08 17:04:58,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Albrechtstr. 12/Schützenstr. 54,0,1,0,0,1,0,,0,52.4552624,13.32543868006387,52.45532,13.32546,52.45532,13.32546
33,1481,Steglitz,12165,Berlin,Albrechtstr. 123,Foto,2015-07-22 00:00:00,"02-2016 erneut Sperlingseinflüge
Sperlingseinflug unter Ziegelverkleidung in Dachgaube, rechte Seite",,51764b6506cd8bfc0265189f33f64537f217e5311690bb5f36ee411c,2020-05-08 10:53:37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4558102,13.32515980165417,52.4557814,13.3250295,52.4557814,13.3250295
34,731,Steglitz,12165,Berlin,Albrechtstr. 131,Skizze,2011-05-12 00:00:00,"2014: wie in Vorjahren

2013: an Hermann-Ehlers-Platz Richtg. Schloßstr. zahlreiche Sperlinge am Haus, an Verblendungen, Dach, Jalousiekästen

2011-05: Sperlinge 4x in Jalousiekästen 2. Etage","wichtiger Sperlingsstandort
Kontrolle erforderlich
",35f09ca232c811363aab1af7f1c2114e4a2acd5a4bdd48f0689db4b9,2026-01-24 18:05:04,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Albrechtstr. 131/Hermann-Ehlers-Platz,0,1,0,0,1,0,,0,52.4570665,13.3220716,52.4570056,13.3220651,52.4570056,13.3220651
35,1442,Steglitz,12165,Berlin,Albrechtstr. 136,,2015-06-10 00:00:00,Sperlinge unter Dachzieglen und in Holzkonstruktion,,30cf74dfb4668cbebad56e3edbfb949d0e8f160edf3343383dccf6f3,2020-05-08 10:53:38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4568547,13.3210263,52.45639329999999,13.322974,52.45639329999999,13.322974
