id,web_id,bezirk,plz,ort,strasse,anhang,erstbeobachtung,beschreibung,besonderes,checksum,update_date,new,mauersegler,kontrolle,sperling,ersatz,schwalbe,wichtig,star,sanierung,fledermaus,verloren,andere,noSpecies,is_test,strasse_original,has_comma,has_slash,has_range,multiple_numbers,multiple_streets,flag_has_text_after_number,text_after_number,no_geocode,osm_latitude,osm_longitude,google_latitude,google_longitude,latitude,longitude
845,113,Wilmersdorf,14197,Berlin,Homburger Str. 4,,2005-07-05 00:00:00,"2005: alle Einflüge an Jalousiekästen 5x Mauersegler (wahrscheinlich an anderen noch, Nistspuren an anderen Fenstern, Sperlinge?)
Fenster 3. Etage rechts neben Haustür, Fenster bestehen aus zwei eng nebeneinander stehenden schmalen Fenstern: am ersten ""Doppelfenster"" linkes und rechtes Fenster je 1x, am zweiten ""Doppelfenster"" linkes Fenster 2x (dort wieder rechts und links) und linkes Fenster 1x",,ec0a15c120d157fea51ce6a1d56980b2431ecf551b370483bef7c72b,2020-05-08 10:56:45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4739099,13.319144534980587,52.47394999999999,13.31903,52.47394999999999,13.31903
846,62,Wilmersdorf,14197,Berlin,Homburger Str. 45,,2004-07-16 00:00:00,"Eckhaus zur Binger Str.,
2008: 1x Mauersegler unter Dachrinne Richtung Homburger Str., ca. 1m von Ecke entfernt unter Dachrinne (Mitte Balkon)
1x Sperlinge unter Dachrinne, ca. 2m von Ecke zu Binger Str.
1x Mauersegler unter Dachrinne Richtung Homburger Str., ca. 1m von Ecke entfernt unter Dachrinne
2006: an gleicher Stelle Sperlinge, zusätzlich weitere Sperlinge (1x) unter Dachrinne, ca. 2 m von Ecke zu Binger Str.",,66238f71a6b1caa1ec68d3f8809429891cd420a7e8bc0446a8b2e603,2021-03-29 12:20:50,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Homburger Str. 45/Binger Str.,0,1,0,0,1,0,,0,52.4742885,13.3100528,52.47426,13.31005,52.47426,13.31005
847,140,Wilmersdorf,14197,Berlin,Homburger Str. 50,,2006-05-09 00:00:00,"2010: Mauerseglerkasten rechts von HAT Sperlinge
2008: Schwegler-MS Kasten links von Haustür 1x Mauersegler
2006: 1x Sperlinge im Mauersegler-Nistkasten, Kasten links von Haustür aus gesehen
Mehlschwalben im Balkon erste Etage links",,cf048069eada0e370464c48138f3ce2b5398c5defed7265061c28042,2020-06-08 19:20:49,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4746198,13.3089945,52.474616,13.30899,52.474616,13.30899
848,63,Wilmersdorf,14197,Berlin,Homburger Str. 52,,2004-07-16 00:00:00,"2010: Balkone 1. Etage: linker Balkon 1x Mehlschwalben an kleinem Fallrohr, rechter Balkon 2x Mehlschwalben unter dem Balkon""trauf"" // 1x Mauersegler im Schweglerkasten links von Haustür
unter Dachvorsprung im Mauerseglerkasten links und rechts von Haustür je 1x Sperlinge (Homburger 50, 52, 54 sind mehrere Mauerseglerkästen angebracht, ich habe sie oft vorbei (""antäuschen"") fliegen sehen, aber noch nicht rein.)
2007: Kasten rechts von Haustür Sperlinge
2006: Kasten rechts von Haustür Sperlinge, Kasten rechts von Haustür 1x Mauersegler (langer Schwegler-Kasten), dort waren erst Sperlinge drin
2005: Kasten links von Haustür Mauersegler","erneut Baumaßnahme in 2013, Kontrolle erforderlich",6a725e4da16edd45bec5ce4cdf68716a8ceccc2a639ab8ac22e3fc00,2020-06-08 19:20:27,0,1,1,1,1,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4746423,13.3087157,52.47476,13.30866,52.47476,13.30866
849,139,Wilmersdorf,14197,Berlin,Homburger Str. 8I,,2006-05-01 00:00:00,2006: Sperlinge in Jalousiekästen 1. und 3 Etage (an erster Fensterfront rechts neben Haustür),,470228d29526dfde269296d6a49a2b40c6025ea261304b52b377ff94,2021-03-29 12:21:09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Homburger Str. 8 i,0,0,0,0,0,0,,0,52.4743659,13.3114203,52.47405000000001,13.31831,52.47405000000001,13.31831
850,1393,Lichtenberg,10318,Berlin,Hönower Str. 10,,2015-01-24 00:00:00,"2015 2 Staarenpaare im Hof Südostseite im Gebäudeteil (Eckgebäude mit der Gundelfinger) unter der Dachrinne
2015 Haurotschwanz vermutlich unter der Dachrinne Richtung Nordost",,c6180318d91e321d236f87f47c1d08192515740c75f682364e5b7ed3,2026-01-24 18:07:31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,0,52.4890015,13.5253197,52.4889945,13.5253866,52.4889945,13.5253866
851,1192,Lichtenberg,10318,Berlin,Hönower Str. 10,,2013-07-24 00:00:00,"2013 Rückseite, hofseitig rechts unter Dachrinne 1x Mauersegler, 2x Stare am haus",,dc92f430f5593113e0613359f27dc360f86b495cfdb8c7adfcc5517f,2020-05-08 10:56:46,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Hönower Str. 10/ Gundelfinger 25,0,1,0,0,1,0,,0,52.4890015,13.5253197,52.48899,13.52536,52.48899,13.52536
852,1426,Lichtenberg,10318,Berlin,Hönower Str. 11,,2012-07-01 00:00:00,"2014: Nach Angaben der Melderin seit Jahren an beiden Häusern Mauersegler unter Dachrinne, keine genaue Positionsbeschreibung",,53cc1960fac32308d59bef59f03638a36657c544b0f378dc9d7e4e59,2020-05-08 10:56:46,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Hönower Str. 11, 12",1,0,0,1,0,0,,0,52.4889755,13.5249993,52.48898,13.5249999,52.48898,13.5249999
853,1197,Lichtenberg,10318,Berlin,Hönower Str. 33,,2013-07-15 00:00:00,2013 Haussperling om Dachkasten links über der Haustür,,aa2ca361b1099f2728fd8256fe4476551486b189586e1387f5ab56a9,2020-05-08 10:56:47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4892316,13.5248108,52.48925089999999,13.5247918,52.48925089999999,13.5247918
854,1657,"Neukölln, Buckow",12349,Berlin,Hornblendeweg 2,Foto,2018-01-24 00:00:00,"2019-08: Kein Hinweis auf Nester, Nistmaterial oder Kotspuren am Schulgebäude und Nebengebäuden gefunden

2018-04: Ersatzmaßnahmen Rückseite (Nistkästen am Hauptgebäude,hofseitig): 5x Mauerseglerkästen. In 3 Kästen Sperlinge Ein-/Ausflug, Aufenthalt, Nest offensichtlich","Schule am Sandsteinweg: Schulsanierung, Neubau für die Essensversorgung (Jahr nicht bekannt)

Stichworte: Schulsanierung Sanierung Schule Schulsanierungskartierungsliste",0558f067b158fa5c45db5d91849f1c410bfc1a2fcd54a5298d9370f1,2026-01-24 18:08:34,0,0,0,1,1,0,0,0,1,0,0,0,0,0,"Hornblendeweg 2, Schule am Sandsteinweg",1,0,0,0,0,1,", Schule am Sandsteinweg",0,52.4201657,13.4058205,52.41829,13.40469,52.41829,13.40469
855,716,Steglitz,12157,Berlin,Horst-Kohl-Str. 18,,2011-06-09 00:00:00,"2012 ebenfalls
2011 viele Mauersegler: 1 x straßenseitig; 4x Nistplätze hofseitig! unterm Dach rechts, Kotspuren erkennbar; hofseitiger Zugang über Kissingerstr. 15
Mehlschwalben 2 Nester (links mit Aus- und Einflügen) jeweils 3. OG kleine Fenster neben Erker; in linker bzw. rechter Fensternische",viele Mauersegler,2fcf7abcc32d76bc4167909b724dafcd9f86e3a7aba8227067b67d54,2020-07-09 13:04:35,0,1,0,0,0,1,1,0,0,0,0,0,0,0,Horst-Kohl-Str. 18-19,0,0,1,1,0,0,,0,52.4615395,13.3421492,52.46181,13.3401499,52.46181,13.3401499
856,962,Steglitz,12203,Berlin,Hortensienstr. 16,,2003-01-01 00:00:00,"2012: Dachausbau, keine Schwalbennester, nicht sanierter Altbau. Es ist nur 4geschossig. Ein Kasten (wahrscheinlich Meisenkasten) am Dach an der Dachterrasse, Meisenkasten rechts in ca. 2m Höhe. Viele Sperlinge, ein Grünfink zu sehen, kein Einflug.
Altdaten 2003: Haussperling Loch unterm Dach, Mehlschwalben am Balkon 3., 5. und 6. OG.",,6b5e3ef0fed0fdc9370aa28de0d35d3ba5a1df7278580b16aa69d479,2021-02-08 17:05:05,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4476957,13.303900960011552,52.44771919999999,13.303974,52.44771919999999,13.303974
857,963,Steglitz,12203,Berlin,Hortensienstr. 17,Fotos 01.04.2020 (Ilka Gottwald),2001-01-01 00:00:00,"2021-05: Hortensienstr. 17 und 17a gehören zu dem ganzen Gebäudekomplex, an dessen
Wänden in unterschiedlicher Zahl Ersatznistkästen für Mauersegler,
Sperlinge und Fledermäuse hängen. Der weiträumige Innenhof ist nicht
frei zugänglich, aber soweit sichtbar, hängen auch dort Ersatznistkästen.
Mehrmaliges Beobachten eines Sperlings mit ""Baumaterial"" beim Einfliegen in der Hortensienstr. 17, Ostwand.

2020-04: 
- Einflug Sperling; Nistkästen für Mauersegler u.a.
- Laut Aussage einer Anwohnerin werden Fledermauskästen angenommen, nicht selbst beobachtet

von Altdaten 2001: 
2012: 17, 17 a und 17 b (ein Haus) saniert, aber: Nr. 17: ein Mauerseglerkasten vorn am Haus unter Regenrinne, einer rechts am Seitenflügel, ein Nistkasten mit 6 ovalen Öffnungen vorn neben Mauerseglerkasten unter Regenrinne. Mauerseglerkasten vorn Einflug wahrscheinlich Sperling, Nistmaterial am Nistkasten aus Offnung 2 und 3 von links. Mauerseglerkasten Seitenflügel: Einflug Haussperling (Männchen). Nr. 17 a und 17 b: je ein Fledermauskasten vorn unter Regenrinne (laut Anwohnerin wahrscheinlich nicht mit Fledermäusen besetzt, aber Anschein von Nistmaterial). Nr. 17b: Seitenflügel ein Mauerseglerkasten unter Dach, wahrscheinlich (laut Anwohnerin) nicht besetzt. Keine Schwalbennester.",Altdatenkontrolle,b9ef14ea684b020e309e662d4607e7c29a8f5ddc5c1616117de347f6,2021-11-07 18:37:20,0,1,1,1,1,0,0,0,0,1,0,1,0,0,"Hortensienstr. 17, 17a, 17 b",1,0,0,1,0,0,,0,52.4475476,13.3035967,52.4476142,13.3035782,52.4476142,13.3035782
858,964,Steglitz,12203,Berlin,Hortensienstr. 23,,2001-01-01 00:00:00,"2012 unter der Dachrinne Straßenfront, 7 Nistplätze Mauersegler, jeweils ein Einflug, außer Platz II 2 Einflüge, Trupps von bis zu 20 Mauerseglern über dem gesamten Gebäudekomplex am S-Bahnhof",Wichtiger Mauerseglerstandort,8b97d2c0e6b19658226a354e3574d71880e4260299bb71887af7676f,2021-02-08 17:05:06,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.44739894999999,13.304257039107608,52.447401,13.3042549,52.447401,13.3042549
859,1446,Steglitz,12203,Berlin,Hortensienstr. 28,Protokoll mit Fotos v. 02.06.2019,2009-07-01 00:00:00,"2024-09: Gerüstarbeiten: Bauherr hat sich bei der Gutachterin gemeldet
2020-04: Gebäude wird saniert. Laut UNB Gutachterin eingeschaltet.

2019-06: Einflüge Mauersegler an der Hausseite zur S-Bahn-Trasse, Gebäudeseite Moltkestraße/Enzianstraße (linke Hausecke), Einflugloch Mauersegler
Gebäudeseite Hortensienstraße, Einflüge Sperlinge (Protokoll mit Fotos vorhanden)

2011, 2013, 2014 dito
2009 sehr viele Niststätten Mauersegler auf jeder Seite des Hauses, unter der Regenrinnen bzw.am Dachüberhang, siehe auch Beschreibung Enzianstr. 5
",Wichtiger Mauerseglerstandort,8cc61f860bc4b2f12c883eaad5f9614fd75f5ed47b29cb1029fe600d,2026-01-24 18:07:43,0,1,1,1,0,0,1,0,1,0,0,0,0,0,Hortensienstr. 28/Enzianstr. 5,0,1,0,0,1,0,,0,52.44774,13.3051558,52.4477195,13.3052693,52.4477195,13.3052693
860,352,"Steglitz-Zehlendorf, Lichterfelde-West",12203,Berlin,Holbeinstr. 34,Protokoll m. Foto,2022-05-15 00:00:00,2022-05: Einflug Haussperling am Dach; viele Spatzen vor Ort,,a5e0bb3d4c4f1f2be69f5167a5036fd3b37752c860c4e8654c72fec0,2026-01-24 18:03:39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4416678,13.3109515,52.4935493,13.2853412,52.4935493,13.2853412
861,1814,Charlottenburg-Wilmerdorf,14193,Berlin,Hubertusallee 10,Protokoll mit Fotos,2008-07-01 00:00:00,"2022: Einflüge Sperlinge
2019-05/06: Einflüge beobachtet an der Hausseite zur Straße hin, unter Dachschindeln (s. Markierung an Fotos)
2012: zweite Stelle 
2008: unter Dachziegeln am Erker","2022: Bauschild, Handwerker vor Ort. Sanierung geplant.
2019: Haus steht derzeit leer; vermutlich von weiteren Vögeln bewohnt; Sanierung wahrscheinlich! Unter Beobachtung halten!",43244f97d03dfc00f2fae667900f0500e1454eb1e4b69e564fad33f3,2026-01-24 18:09:11,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4934877,13.2853886,52.4933965,13.2855827,52.4933965,13.2855827
862,1822,"Steglitz-Zehlendorf, Grunewald",14193,Berlin,Hubertusallee 13,Bericht mit Fotos,2019-06-06 00:00:00,"19-06: Sperlingseinflüge Hausseite/Erker vorne links, Einflüge unter die Dachziegel (Foto mit Markierungen vorhanden)

",,f4f5ff7c225d8f11457698bd02df35f97fed971de0e091f21499a7c2,2020-05-08 10:56:49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4926111,13.2847698,52.4926353,13.2846677,52.4926353,13.2846677
863,1938,"Charlottenburg-Wilmersdorf, Grunewald",14193,Berlin,Hubertusallee 19,Foto,2020-04-28 00:00:00,2020-04: Einflüge Haussperlinge am Dach linke Hausseite,,8086f5a05fa948503780985dc92ccf384ea31c40366a6bf38d32a831,2020-05-08 10:56:49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4906595,13.28442318213306,52.4906395,13.2844687,52.4906395,13.2844687
864,1732,Charlottenburg-Wilmersdorf,14193,Berlin,Hubertusallee 41,,2018-04-21 00:00:00,"2018: rechte freie Hausseite, hinterer Fallrohreingang Sperlinge, An der Ecke ein Loch, dort Stare, es halten sich viele Sperlinge am Haus auf.
",,cfca9aa8a25fa9bce2a5c4bc7fef85d80ce9721ee16b5ba64197f457,2020-05-15 18:34:02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.487762,13.2841737,52.48783,13.2839899,52.48783,13.2839899
865,165,Steglitz,12163,Berlin,Hubertusstr. 10,Steglitz-Zehlendorf,2006-06-13 00:00:00,2006: 3x Sperlinge in Richtung Hausgrenze zur Nr. 11 unter Dachrinne viele Anflüge,,cc09dbd2f71a84674bbadea9d0fb7f5978d2af6fdf7a0d7f4d3160bb,2020-06-08 19:20:56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.46017915,13.325805571479888,52.4600974,13.3260406,52.4600974,13.3260406
866,164,Steglitz,12163,Berlin,Hubertusstr. 2,,2006-06-13 00:00:00,2006: 1x Sperlinge an der Hausgrenze zur Nr. 3 am Fallrohr/Dachrinne,,9391fb03cc2bc68d2a56aaaf6759474a4eb87202f13492bf72bec223,2020-05-08 10:56:50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.460077299999995,13.324939525206098,52.4601225,13.3249554,52.4601225,13.3249554
867,682,Steglitz,12163,Berlin,Hubertusstr. 6,,2010-07-08 00:00:00,2010 Sperlinge im Fassadengrün sowie in den Fassadenlöchern (Belüftungen?) oben links (in Fütterung und von unten gut zu erkennen durch heraushängendes Nistmaterial),Fassadenbegrünung,99ccbd0f05d3ccd21e17e0300434c30c6c67d74afa1fd8ddd1e1a2ca,2020-07-09 13:04:23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4598109,13.325771308100965,52.4598194,13.3257954,52.4598194,13.3257954
868,166,Steglitz,12163,Berlin,Hubertusstr. 7,,2006-06-13 00:00:00,"2006: 4x Sperlinge 1x am Fallrohr Loch Höhe 2. Etage, dann 3x unter Stuck an verschiedenen Fenstern",,5241709a71e57125ff726834e2ce2c0a89c8c360a4ba9bb10cdc1e5d,2020-06-08 19:20:56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Hubertusstr. 7/Düppelstr.,0,1,0,0,1,0,,0,52.4597684,13.325976347885833,52.4597054,13.3260977,52.4597054,13.3260977
870,1502,Wilmersdorf,14199,Berlin,Hundekehlestr. 10,,2015-06-12 00:00:00,"2015 Hauseingang liegt in der Kösener Str., links von Haustür in Linie nach oben 1x Sperlinge in Ecke am Vorbau unter Dachrinne/ Mauersegler  unter Dachrinne rechts von Haustür, Nähe rechte Hausgrenze // außerdem deutliche Brutspuren und Anflüge am runden Vorbau des Hauses //außerdem zahlreiche Einflüge in den Hofbereich, der nur schwierig einsehbar ist, die Anflüge kann man von der Einfahrt der Hundekehlstr. 12 sehen",,21353a659c8467a9b3e46df851b53f3f980cd4ebffe30d0f3b2b67f2,2020-05-08 10:56:51,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Hundekehlestr. 10/ Ecke Kösener,0,1,0,0,1,0,,0,52.4759654,13.2873412,52.4760083,13.2873399,52.4760083,13.2873399
871,1411,Wilmersdorf,14199,Berlin,Hundekehlestr. 16,,2014-03-02 00:00:00,"2014 rechte Hausseite an Dachrinne Sperlinge, und starke Brutspuren daneben, nach Aussage von Hausbewohnern Mauersegler, Kontrolle auf Mauersegler wird 2015 gemacht
",,29ad23df594248412433124d0795c061ed3953e48823558a22b2bf7a,2020-05-08 10:56:51,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Hundekehlestr. 16/17,0,1,1,0,1,0,,0,52.4762103,13.2854577,52.47631999999999,13.2854299,52.47631999999999,13.2854299
872,1248,Wilmersdorf,14199,Berlin,Hundekehlestr. 16,,2014-03-02 00:00:00,"2014 rechte Hausseite an Dachrinne Brutspuren, Kontrolle",,1c5acfd00b9cd2a233154416ab65dd301b0d71efe44ae1ffb38a7f39,2020-05-08 10:56:51,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Hundekehlestr. 16/17,0,1,1,0,1,0,,0,52.4762103,13.2854577,52.47631999999999,13.2854299,52.47631999999999,13.2854299
873,1505,Wilmersdorf,14199,Berlin,Hundekehlestr. 33,,2015-06-12 00:00:00,"2015 Haus freistehend, rechte freie Seite von der Hundekehlstr. aus gesehen 2x Mauersegler unter Dachrinne/Holztrauf zwischen den beiden Fenstern, und 1x Mauersegler an Ecke Dachrinne Richtung Hof. Mehr Nester werden vermutet, da auch an der Hinterfront viele Anflüge erfolgt sind. Sperlinge am Haus.",,edf7f7c32618ad1b3659a7009532a2dbd078cad8fbc37fc174ff2f63,2020-05-08 10:56:51,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Hundekehlestr. 33 / Eckhaus Heydenstr.,0,1,0,0,1,0,,0,52.4756277,13.2870135,52.4755202,13.2869525,52.4755202,13.2869525
874,1503,Wilmersdorf,14199,Berlin,Hundekehlestr. 8,,2015-06-12 00:00:00,2015 Sperlinge verteilt unter Dachrinne/Holztrauf in Front zu beiden Straßen,,91355cdda84aee8740f13c0e03dfbc174406368c5301a683c3ebe5e3,2020-05-08 10:56:52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hundekehlestr. 8,9,9a / Eckhaus Kösener",1,1,0,1,1,0,,0,52.4759259,13.2880594,52.47596,13.28805,52.47596,13.28805
875,1253,Steglitz,12247,Berlin,Hünefeldzeile 1,Foto,2014-07-03 00:00:00,"2014: 6-8 Anflüge kurz hintereinander, über Eingang, unter Regenrinne links",Kontrolle in 2015,3171ddfbf8cd9266d81cb51b1aa72760577e4f8ff85dbac262aa897e,2020-05-08 10:56:52,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.4483114,13.3568573,52.44833999999999,13.35685,52.44833999999999,13.35685
876,1369,Steglitz,12169,Berlin,Hünensteig 10,,2015-04-18 00:00:00,"2015-04: 3 Sperlingseinflüge unter Metallverblendung des Daches an 2 unterschiedlichen Stellen jedoch relativ dicht beieinander.
",,4920e62e18e172c4e3f8d158eb1b5f7dcc93e55b50475de9e2ac0bb3,2026-01-24 18:07:25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.453573,13.3403659,52.45358,13.34037,52.45358,13.34037
877,1357,Steglitz,12169,Berlin,Hünensteig 12,,2015-04-20 00:00:00,2015-04: 2x Sperlingseinflüge unter Metallverblendung des Daches. Nistmaterial erkennbar. Vermutlich noch weitere Nester entlang der Verblendung.,,c45ba46e3f9bed4bb048bfc40829e7e0e5451227d96f0586806bf02a,2026-01-24 18:07:23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,52.453541,13.3409127,52.45355,13.3409301,52.45355,13.3409301
878,675,Steglitz,12169,Berlin,Hünensteig 20,,2010-07-13 00:00:00,"2010-07 Sperlinge + ggf. Mauersegler - Kontrolle: Nistmaterial sichtbar
in Mauerwerksschäden unter den Dachverblendungen",Mauerwerksschäden,a690a60ea0c9ddb0380502bc6e363925ae85f1fdaf19e3c71244f347,2026-01-24 18:04:51,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Hünensteig 20-28,0,0,1,1,0,0,,0,52.4523843,13.34299,52.45294999999999,13.34343,52.45294999999999,13.34343
879,1100,Steglitz,12169,Berlin,Hünensteig 30,,2013-07-13 00:00:00,"Gebäudekomplex Immenweg 20-26/

2025-07 Immenweg 20-26 Sanierung vor Jahren (2011?) ökologischer Ausgleich in Form von Einfluglöchern im Dachkasten geschaffen. Alleine an der Straßenfassade 48 Nistmöglichkeiten gezählt. An der Hoffassade ca. 10 Löcher im Dachkasten gezählt (schlecht einsehbar). Dem großen Trupp dort fliegender Mauersegler nach sollte zumindest ein Teil der Nistmöglichkeiten auch von den Tieren genutzt werden

2013-07 Nr. 30 Straßenfront mehrere Anflüge zweier Mauersegler unter Dach mittig rechte Seite für Sicht der Einflüge schon zu dunkel

2011-07 Immenweg 20-26 Sperlinge","s. Immenweg 20-26: http://www.gebaeudebrueter-in-berlin.de/index.php?ID=751
umfangreiche Sanierungen und Ausgleich",b4916cc952d4debf502e3b73a40449874869dccdaa2ccf3f457925a6,2026-01-24 18:06:23,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Hünensteig 30-38,0,0,1,1,0,0,,0,52.4523843,13.34299,52.45234,13.34257,52.45234,13.34257
880,1924,Friedrichsfelde (Lichtenberg),10319,Berlin,Huronseestr. 70,,2020-04-17 00:00:00,"2020-04: UNB kümmert sich, hat Kontakt zum Eigentümer

2020-04: Dort sind schon immer Haussperlinge gewesen, einen Einflug in ein Lüftungsloch auf der Rückseite (Balkonseite) der Nr. 82 habe ich gestern beobachtet und festgehalten. An den Fassaden sind mehrere offene Lüftungslöcher, aber sicher auch Platz unter der Dachblende","Rückseite eingerüstet (Sanierung)
UNB Lichtenberg genachrichtigt, Gutachter wird eingebunden",2ce9ef3058586a60629ceca929879c139f55c141bad5a7e35e32d235,2020-12-29 17:03:17,0,0,0,1,0,0,1,0,1,0,0,0,0,0,Huronseestr. 70-82,0,0,1,1,0,0,,0,52.4982269,13.4972085,52.49672,13.49634,52.49672,13.49634
881,1694,Steglitz-Zehlendorf,14195,Berlin,Hüttenweg 40,Skizze,2018-05-19 00:00:00,"Schulsanierung Biesalski-Schule

2020-04: An der Nordwestseite hatte ich eine Stelle markiert, mit 10 – 15 Löchern in der Dämmung, in die mehrere Sperlinge und ein Star aus und einflogen. Diese Löcher sind vor wenigen Tagen zugespachtelt worden und die Fassade hat neue Farbe bekommen. Das Gebüsch unterhalb ist ganz frisch mit Farbe besudelt. Zumauern von Gebäudebrütern nicht ausgeschlossen.

2018-05: Loch über Fenster in Fassade: Stareinflug, div. Löcher in Fassade: Sperlingseinflüge (s. handschriftl. Skizze)","geplante Sanierung laut Sanierungsplan: Gesamtsanierung (2022-2025), Sanierung Terasse und Tragsystem (2018)

2020: UNB über die Malerarbeiten unterrichtet",4d452847c68f874bb888fee8551eca0ae3051609275b46f83c1ed5f7,2026-01-24 18:08:43,0,0,0,1,0,0,1,1,1,0,1,0,0,0,"Hüttenweg 40, Biesalski-Schule",1,0,0,0,0,1,", Biesalski-Schule",0,52.4546353,13.2698957,52.4547258,13.2700681,52.4547258,13.2700681
882,1695,Steglitz-Zehlendorf,14195,Berlin,Hüttenweg 40,Skizze,2018-05-19 00:00:00,"Schulsanierung Quentin-Blake-Grundschule

05/06-18: Schwalben zwischen Schächte der Lüftungsanlage (Rückseite des Schulgebäudes) und ein Nest auf der vorderen Seite des Traktes, Sperlingsein- und Ausflüge Vorderseite am Hüttenweg unter Dachrinne und Spalt neben Fallrohr, senkrechte Blechleiste: Sperlinge (s. handschriftl. Skizze)","Sanierung laut Sanierungsplan: Gesamtsanierung (2022-2024) Brandschutz (2017, 2019)

Flachbau  teilweise stark mit Beschädigungen",42cfff8ab9906ad46be6c0c98cc3a618a960e029141ba9e2be602af8,2020-05-27 14:45:53,0,0,0,1,0,1,1,0,1,0,0,0,0,0,"Hüttenweg 40, Quentin-Blake-Grundschule",1,0,0,0,0,1,", Quentin-Blake-Grundschule",0,52.4546353,13.2698957,52.4547258,13.2700681,52.4547258,13.2700681
883,1850,Charlottenburg,10587,Berlin,Iburger Ufer 4,Fotos,2019-08-08 00:00:00,"Meldung über Online-Formular

2019-09: Nachkontrolle: Laut Aussage einer Mieterin (vermutlich Melderin) nisten Vögel im vorderen Bereich des Hauses und besonders im Durchgang zum Innenhof; Löcher und Reste von Nistmaterial vorhanden; Sanierung steht zumindest dieses Jahr nicht an; Vermieter wurde von Mieterin aufgefordert Nisthilfen anzubringen, bisher ohne Erfolg
Foto 1: Durchgang zum Innenhof, unsaniert, in der Decke Löcher
Foto 2: Löcher in der Decke des Durchgangs, war wohl mal Beleuchtung, ggf. Niststätte

2019-08: Meldung über Online-Meldeformular: Es ist ein Plattenbau Hochhaus. Viele Platten sind beschädigt. Sie werden eventuell ausgetauscht. Dort aber leben die Vögel.","Kontrolle ist erfolgt
Kontrolle erforderlich, da ev. Sanierungsarbeiten anstehen",3ce1ff4155249bf19fcfde52078787d355d4312c8ddd06b0039c26ad,2020-06-08 19:27:24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Iburger Ufer 4-8,0,0,1,1,0,0,,0,52.5202352,13.3114607,52.51955,13.30963,52.51955,13.30963
